25777.807361	-6222.576469	380579.324811	157362.190966
18331.787029	-20640.186996	370137.293184	137067.189537
16241.362644	-19019.614199	367235.866548	139271.966863
35087.070427	-5507.068818	393570.803844	158219.964009
4589.617504	-7648.075322	351211.606992	155420.339933
5732.550069	-5888.374929	352929.186688	158002.338975
8426.378312	-4290.499753	356642.304858	160148.682195
12531.168867	-3761.745649	362325.666453	160882.591722
31168.727068	-7272.736330	387895.469476	155659.001555
24116.623539	-14373.880105	378186.076850	145657.689216
15932.610776	-18037.618096	366738.284648	140707.119094
15835.651615	-17233.205614	366668.007409	141973.359170
19749.798123	-16359.509663	372128.385804	143113.498869
20018.193821	-16084.941707	372549.603313	143364.324371
18455.602829	-14476.150264	370427.649245	145638.736393
18671.955415	-14181.369041	370621.324632	146172.931212
17645.829264	-14234.336016	369327.509544	146012.593391
17721.310045	-14632.359549	369402.915945	145422.835961
17151.476089	-15330.456880	368598.339905	144477.004819
16932.088445	-15341.749534	368260.367721	144467.888036
16882.958010	-16533.241289	368209.248835	142788.610348
17706.371529	-16620.700004	369410.980440	142666.221904
18117.111082	-16213.066103	369880.818509	143237.140230
18764.543465	-14846.317134	370841.837554	145152.531943
23090.667170	-14610.341462	376753.041823	145385.104866
22961.759259	-14628.781223	376609.108202	145358.117312
12119.418289	-7092.094319	361596.326722	156052.672653
13066.169440	-16416.312622	362844.170159	142974.195724
