12.946117	15.583648	103.849406	1.289250
12.631566	15.771168	103.848139	1.289940
16.157460	20.050026	103.861625	1.306305
16.759512	20.258835	103.864366	1.307093
8.894746	12.092252	103.833192	1.276634
10.603956	12.579908	103.840418	1.278053
23.132324	27.376327	103.888802	1.333507
15.360317	22.716658	103.858857	1.316132
10.860481	25.355405	103.841952	1.326418
13.646734	24.547157	103.852181	1.323489
11.528429	23.217756	103.844241	1.318468
14.868438	19.302302	103.856856	1.303563
14.391859	17.777672	103.855012	1.297655
8.345509	19.730042	103.831793	1.305101
8.151905	17.384059	103.831328	1.296047
3.829506	16.075546	103.815431	1.291692
6.611430	23.719890	103.825421	1.320362
7.796470	21.851504	103.829896	1.312955
19.895332	26.512014	103.876533	1.330365
18.545803	30.592259	103.871293	1.346233
10.080559	26.455377	103.838949	1.330794
11.655382	21.093072	103.844332	1.310378
1.762061	7.539482	103.806716	1.259645
1.253198	8.420525	103.805217	1.262494
13.504876	20.107422	103.851449	1.305966
