1.233330	4.066519	369767.834896	142158.518035
14.909722	23.242325	373207.954276	143782.189824
4.758247	4.405321	370279.540086	141928.118407
8.469724	1.341662	370553.648967	141214.800314
11.910279	5.771127	371396.547007	141568.582011
0.392016	17.393531	370691.774973	144111.497513
5.229270	9.227242	370738.976734	142573.762563
2.862704	8.498389	370335.486344	142648.242920
2.517958	12.956212	370650.473432	143309.526187
3.042018	16.163513	370971.678241	143720.557218
7.846861	23.616232	372221.307824	144374.343942
14.777736	10.839417	372214.825519	142047.858039
10.384107	4.990183	371129.370223	141583.645652
5.893791	1.950674	370249.628880	141489.056921
2.458287	4.290640	369949.987656	142090.323749
6.394219	6.935206	370709.607925	142168.640572
10.088638	17.916568	372092.164440	143418.667031
11.182909	16.311167	372118.157159	143112.850419
11.167088	14.790479	372011.265278	142885.308297
9.958671	12.233080	371633.439523	142624.428609
3.435118	3.992613	370068.558268	141969.980425
1.672711	7.151588	370077.620265	142560.663898
2.873101	14.961753	370853.962235	143572.803006
0.557574	15.457480	370558.025184	143813.309737
0.473163	19.534341	370865.207049	144403.860918
9.357471	23.191973	372416.052130	144215.847625
6.236729	19.055296	371649.341013	143888.478012
4.880021	20.944290	371608.595098	144251.619363
7.384619	21.743104	372016.715706	144155.046253
10.229920	22.740179	372507.121895	144086.254449
12.387205	6.790420	371560.440835	141673.117331
15.059371	4.552670	371759.302066	141136.012090
12.514906	0.980827	371103.001795	140855.420904
12.793310	0.801871	371139.911244	140789.936398
12.214022	21.728749	372714.052934	143792.566362
8.434389	20.446091	372053.545780	143905.265858
7.868413	24.045150	372264.683702	144443.429434
6.624480	24.200487	372091.645856	144554.025489
4.348905	24.141658	371781.447735	144747.224625
