22.729422	16.107176	376405.555366	147420.697979
7.243510	16.637148	363841.769064	148176.845639
18.703873	13.713430	373036.146481	145485.674978
16.369361	15.053928	371163.223464	146628.346534
19.445016	12.691041	373613.270031	144649.259243
18.976467	12.087764	373245.233878	144172.214539
17.133330	12.556863	371731.549601	144630.143059
14.719014	13.212481	369809.215548	145137.747199
11.205884	7.642823	366734.503018	140704.699704
16.147878	8.704579	370905.733756	141490.976797
15.478751	10.045377	370399.934078	142539.469728
16.693671	14.016130	371401.926395	145783.578768
17.942250	14.183398	372420.045098	145873.801866
14.170627	21.947565	369649.146500	152317.031871
12.720793	22.176973	368479.685828	152567.857372
8.093965	14.005289	364407.078724	145988.256435
12.924275	10.270348	368202.942132	142796.252776
17.171986	9.494026	371741.222125	142109.922237
16.747080	9.407714	371389.325588	142054.624210
16.907905	9.053692	371531.407122	141760.671538
16.524936	9.126536	371200.412710	141817.821653
16.721217	10.223398	371385.621414	142691.742150
16.430829	8.587884	371135.392309	141375.078634
16.781691	7.811800	371390.980320	140708.327301
16.652651	7.996514	371298.111384	140859.933854
17.127087	8.300899	371716.418471	141100.440585
17.276732	8.665787	371847.122899	141421.116226
17.497601	9.277820	372013.678440	141937.716218
15.599420	9.148660	370491.577089	141876.448517
17.652461	11.652172	372135.392529	143833.839932
18.157392	12.940331	372560.314213	144890.543782
18.513474	12.611026	372853.208548	144630.987013
18.883016	13.472486	373177.456072	145294.894070
15.825236	11.740240	370666.555217	143945.604566
2.987219	13.637803	360301.746986	145816.238932
23.121943	13.561413	376740.580490	145302.681655
16.847166	10.440740	371485.680397	142850.430222
17.896960	9.617498	372338.120776	142197.634115
20.935996	18.689933	375005.787570	149511.481729
19.961879	15.348169	374101.805054	146839.981997
15.596307	16.703226	370663.950511	147919.792837
13.613582	21.932419	369151.059985	152425.611918
20.428115	12.884071	374434.909629	144840.366348
15.012139	10.907703	369980.115987	143282.405725
13.905844	10.681010	369068.767015	143114.106135
13.530958	10.653837	368768.199747	143105.639451
13.845022	12.111727	369026.698180	144276.158459
12.871820	12.330092	368248.292457	144460.837995
12.736729	12.826060	368160.662282	144891.686357
14.486361	12.419162	369554.490069	144504.335582
14.089001	14.201968	369322.979190	145983.359373
15.182616	18.430616	370447.063730	149502.534207
12.960312	8.117743	368210.007172	141083.475702
11.047134	9.073155	366615.889401	141869.289774
10.188220	12.907328	366045.446593	145055.937814
19.234601	14.416799	373507.364156	146081.870560
4.484033	13.073451	361466.840491	145287.854389
6.773190	11.738319	363289.426428	144175.411539
14.367438	7.446924	369292.622601	140462.347446
14.465794	10.176249	369406.658246	142671.622698
8.619032	9.727767	364753.554148	142519.365709
9.429284	11.934417	365372.680386	144325.468071
9.234629	8.960967	365137.200749	141833.088087
7.151136	9.888141	363536.468381	142703.568994
6.729239	13.792025	363281.409537	145830.421081
10.474102	7.952173	366151.350694	140902.811226
6.210218	11.099887	362837.217329	143584.809646
6.449504	10.181892	362929.821681	142894.245764
15.260095	7.665006	370064.912910	140669.672274
15.036504	7.204439	369774.928996	140393.843597
15.792863	8.277154	370594.239385	141232.204024
14.241303	6.819730	369166.809447	139943.945197
11.789567	6.259256	367092.868841	139579.613219
8.855964	8.442773	364916.005112	141335.920898
8.349006	8.937798	364445.707296	141866.940710
16.190203	7.565795	370837.854976	140561.381406
15.398701	7.160236	370181.686997	140231.974497
16.268743	7.064757	370898.180097	140139.800094
13.729723	6.737766	368804.792577	139935.541352
13.263104	6.473748	368413.340752	139699.929423
12.958012	6.860232	368161.986083	140048.121786
13.214084	6.503114	368372.859421	139769.647271
13.762060	6.479270	368803.072782	139716.465914
17.453824	8.551340	372009.432320	141323.636490
12.644050	5.522174	367748.441506	139020.566258
13.000595	5.673926	368054.829619	139149.154016
13.248740	5.590635	368204.054917	139082.478882
13.334661	5.353583	368264.380038	138864.990947
13.532053	5.378042	368416.780343	138898.328514
15.766221	3.348413	370117.964091	137098.305054
15.593568	5.287017	370149.978738	138683.559266
12.057028	5.815040	367304.247005	139308.638642
