12.257982	7.974212	103.869808	1.310220
10.174972	8.478177	103.825428	1.320357
6.968391	15.178996	103.753307	1.465642
13.123442	9.028519	103.888813	1.333506
9.092123	6.324416	103.802220	1.272853
9.814803	12.170724	103.817313	1.402218
7.002435	12.615020	103.756218	1.411566
7.678252	8.484920	103.771306	1.319167
13.009773	10.277897	103.886268	1.361029
13.568222	7.586251	103.897234	1.302012
7.170885	11.151025	103.760078	1.379095
10.857162	14.989677	103.838549	1.462875
22.338178	12.385626	104.085158	1.409486
19.758649	13.234461	104.029668	1.425564
15.263687	13.292483	103.933750	1.427625
16.411270	12.036326	103.958455	1.399803
4.312238	14.602170	103.697091	1.454020
11.426751	3.583494	103.851782	1.213497
1.617643	11.053775	103.639855	1.375313
9.346139	5.704127	103.806744	1.259720
11.401339	7.573399	103.851588	1.300467
